timestamp,dataset,k,p,q,model,silhouette,davies_bouldin,inertia,min_balance,avg_balance,violation_rate,avg_dp_gap,tree_fidelity,tree_depth,tree_leaves,avg_exemplar_coverage,runtime_s
2026-03-23 20:41:51,bank,7,1,2,kmedians_baseline,0.06709893493464149,2.891167351465824,,0.349654071314529,0.5900596179747636,0.2857142857142857,0.097412243832113,0.8352222222222222,4,16,0.9277238179414095,9.84
2026-03-23 20:41:51,bank,7,1,2,fair_kmedoids,-0.016828866314753527,8.227350792048549,,0.5918918918918918,0.6933796408632968,0.0,0.027831713811409427,0.39811111111111114,4,16,0.8969907045554797,10.5
2026-03-23 20:41:51,bank,7,1,2,fair_kmedians,-0.014452173094615103,8.496209112753375,,0.5503672612801679,0.7071958183682161,0.0,0.03538435733880737,0.45911111111111114,4,16,0.8987982595145579,8.82
2026-03-23 20:46:24,adult,6,1,3,kmeans_baseline,0.12959760300934653,1.714926632795035,,0.1590909090909091,0.4268698894996806,0.3333333333333333,0.09439004355529579,0.8556666666666667,4,13,0.8653219993859298,32.41
2026-03-23 20:46:24,adult,6,1,3,kmedians_baseline,0.05272174857296554,3.1840399062891684,,0.09100050276520864,0.5658732011513138,0.3333333333333333,0.2011071081075054,0.8998888888888888,4,16,0.8973973129093568,22.33
2026-03-23 20:46:24,adult,6,1,3,fair_kmedians,-0.008232369419988731,5.756785193831128,,0.3588929219600726,0.54153524343074,0.0,0.08926186696649514,0.5567777777777778,4,16,0.8993584878553252,24.15
2026-03-23 20:49:43,bank,7,1,2,kmeans_baseline,0.11785881906953494,1.559723123197869,,0.0,0.5388835889393905,0.2857142857142857,0.08262412051683823,0.9373333333333334,4,16,0.9141105996466727,14.49
2026-03-23 20:49:43,bank,7,1,2,kmedians_baseline,0.06709893493464149,2.891167351465824,,0.349654071314529,0.5900596179747636,0.2857142857142857,0.097412243832113,0.8352222222222222,4,16,0.9277238179414095,10.02
2026-03-23 20:49:43,bank,7,1,2,fair_kmedians,-0.014452173094615103,8.496209112753375,,0.5503672612801679,0.7071958183682161,0.0,0.03538435733880737,0.45911111111111114,4,16,0.8987982595145579,8.52
2026-03-23 20:51:42,adult,6,1,3,kmeans_baseline,0.12959760300934653,1.714926632795035,,0.1590909090909091,0.4268698894996806,0.3333333333333333,0.09439004355529579,0.8556666666666667,4,13,0.8653219993859298,24.33
2026-03-23 20:51:42,adult,6,1,3,kmedians_baseline,0.05272174857296554,3.1840399062891684,,0.09100050276520864,0.5658732011513138,0.3333333333333333,0.2011071081075054,0.8998888888888888,4,16,0.8973973129093568,17.74
2026-03-23 20:51:42,adult,6,1,3,fair_kmedians,-0.008232369419988731,5.756785193831128,,0.3588929219600726,0.54153524343074,0.0,0.08926186696649514,0.5567777777777778,4,16,0.8993584878553252,34.88
